dtcreate,Berkeley_Berkeley_LHJ,Berkeley_Berkeley_LHJ_Cumulativ,Berkeley_Berkeley_LHJ_Deaths,Berkeley_Berkeley_LHJ_Deaths_Cu,Alameda_County_LHJ,Alameda_County_LHJ_Cumulative,Alameda_County_LHJ_Deaths,Alameda_County_LHJ_Deaths__Cumu,Alameda_County,Alameda_County__Cumulative,Alameda_County_Deaths,Alameda_County_Deaths__Cumulati,GlobalID,OBJECTID
2020/10/15 08:00:00+00,2,729,0,9,33,21598,0,479,35,22327,0,488,56a0ef4d-c6b9-4ae9-961d-d961b2de72c3,231
2020/10/16 08:00:00+00,1,730,0,9,105,21703,1,480,106,22433,1,489,b4253a7a-ad34-4983-a0a7-3e2a5a1f7d25,232
2020/10/17 08:00:00+00,4,734,0,9,148,21851,1,481,152,22585,1,490,7d0e442b-d79a-48eb-ad9f-c4537102f238,233
2020/10/18 08:00:00+00,3,737,0,9,80,21931,1,482,83,22668,1,491,783aaf99-be3d-474f-a8d4-28d8a07c0b96,234
2020/10/19 08:00:00+00,1,738,0,9,112,22043,0,482,113,22781,0,491,62eb1bf8-9106-4542-99b2-d511aa65adc5,235
2020/10/20 08:00:00+00,2,740,0,9,77,22120,7,489,79,22860,7,498,387f94ec-aeae-4ce9-81ad-34817b31e28a,236
2020/10/21 08:00:00+00,1,741,0,9,76,22196,2,491,77,22937,2,500,7f9acfd1-df42-4fbb-ba81-ef9b3b067297,237
2020/10/22 08:00:00+00,6,747,0,9,110,22306,0,491,116,23053,0,500,26f5d43a-546f-47cf-9570-722121aa236f,238
2020/10/23 08:00:00+00,2,749,0,9,62,22368,2,493,64,23117,2,502,7751304e-63ea-443b-a3cc-26f61ee8bf9f,239
2020/10/24 08:00:00+00,3,752,0,9,91,22459,0,493,94,23211,0,502,940e855e-f2ce-41e3-a1bc-8721bb848741,240
2020/10/25 08:00:00+00,4,756,0,9,91,22550,0,493,95,23306,0,502,45f84d60-98e8-4919-9fe5-2bef33046f96,241
2020/10/26 08:00:00+00,2,758,0,9,91,22641,1,494,93,23399,1,503,d946b103-8714-4ceb-82df-ae062d6be129,242
2020/10/27 08:00:00+00,5,763,0,9,55,22696,1,495,60,23459,1,504,951bd66e-8ea0-4356-997a-5cb657491c79,243
2020/10/28 08:00:00+00,8,771,0,9,133,22829,0,495,141,23600,0,504,ba0c2150-0619-4261-b8a3-bd3f611a6103,244
2020/10/29 08:00:00+00,1,772,0,9,64,22893,0,495,65,23665,0,504,707e6d0c-edd1-4d6d-83f8-cef8cae0f852,245
2020/10/30 08:00:00+00,8,780,0,9,110,23003,2,497,118,23783,2,506,a1fbe51d-4515-40a1-8f68-71ccc33f0258,246
2020/10/31 08:00:00+00,5,785,0,9,126,23129,1,498,131,23914,1,507,d3bb6b9e-bb01-43cc-bdf3-e7ef0000e8ca,247
2020/11/01 08:00:00+00,9,794,0,9,67,23196,4,502,76,23990,4,511,12a742d6-a843-44a9-9cd6-970643b45e42,248
2020/11/02 08:00:00+00,2,796,0,9,103,23299,0,502,105,24095,0,511,de8ed4aa-c0cb-495c-b8a0-faa50c1fe7d7,249
2020/11/03 08:00:00+00,4,800,0,9,66,23365,0,502,70,24165,0,511,9de88534-b135-4e7c-9274-4591b76aeeea,250
2020/11/04 08:00:00+00,11,811,0,9,125,23490,1,503,136,24301,1,512,20ec3b8e-919e-482a-9f8d-852be9568e6e,251
2020/11/05 08:00:00+00,5,816,0,9,142,23632,2,505,147,24448,2,514,c47c5d6c-6f35-4093-ba36-2680d8c62821,252
2020/11/06 08:00:00+00,7,823,0,9,197,23829,1,506,204,24652,1,515,a4900e47-efcf-4c86-8a48-8dafa9829bc7,253
2020/11/07 08:00:00+00,7,830,0,9,169,23998,1,507,176,24828,1,516,27c92576-663a-448c-8b73-abcf571f5b6d,254
2020/11/08 08:00:00+00,6,836,0,9,147,24145,0,507,153,24981,0,516,c9c5f380-c84a-41bc-ae17-fb352739b856,255
2020/11/09 08:00:00+00,7,843,0,9,133,24278,2,509,140,25121,2,518,2505987b-e567-43d7-ac2e-9b026745036b,256
2020/11/10 08:00:00+00,2,845,0,9,88,24366,0,509,90,25211,0,518,fbb19594-15af-4808-a643-968b13136fb8,257
2020/11/11 08:00:00+00,7,852,0,9,200,24566,1,510,207,25418,1,519,0f50eb89-a499-4455-b9b7-464f846f6f7a,258
2020/11/12 08:00:00+00,9,861,0,9,214,24780,0,510,223,25641,0,519,33dfb473-551d-4f2b-9cbe-dd91198006d6,259
2020/11/13 08:00:00+00,10,871,0,9,138,24918,1,511,148,25789,1,520,27e6375f-78d9-4373-af6c-1fbb69ae3777,260
2020/11/14 08:00:00+00,10,881,0,9,197,25115,1,512,207,25996,1,521,c191bea0-b5b4-4106-bac4-cbe9bb8cdc64,261
2020/11/15 08:00:00+00,10,891,0,9,200,25315,1,513,210,26206,1,522,cca5a54d-c680-4081-bc47-f8694a942d0e,262
2020/11/16 08:00:00+00,20,911,0,9,239,25554,3,516,259,26465,3,525,870b6686-3033-4a1f-be73-d2a3a52593f9,263
2020/11/17 08:00:00+00,52,963,0,9,230,25784,1,517,282,26747,1,526,c0730ece-cd2b-4c32-97e4-371f37dd865d,264
2020/11/18 08:00:00+00,62,1025,0,9,251,26035,0,517,313,27060,0,526,e37ac0f1-1b2a-481b-8738-e4557d517506,265
2020/11/19 08:00:00+00,26,1051,0,9,188,26223,0,517,214,27274,0,526,326bde46-df2a-4efc-9223-d2faaadc634d,266
2020/11/20 08:00:00+00,4,1055,0,9,171,26394,1,518,175,27449,1,527,7f6c4dbe-9474-4d3c-a43f-cf2b4ae0965f,267
2020/11/21 08:00:00+00,9,1064,0,9,252,26646,0,518,261,27710,0,527,fef478cc-7b6b-4c02-b66a-6b4902d1842b,268
2020/11/22 08:00:00+00,13,1077,0,9,243,26889,3,521,256,27966,3,530,b55f66cb-6f86-4583-a68a-f4d9c8b5d313,269
2020/11/23 08:00:00+00,22,1099,0,9,520,27409,1,522,542,28508,1,531,fc93b8e3-915d-40b3-9b58-7841f6669229,270
2020/11/24 08:00:00+00,10,1109,0,9,262,27671,1,523,272,28780,1,532,bab03845-b652-418a-969c-94c2d535fcef,271
2020/11/25 08:00:00+00,8,1117,0,9,234,27905,0,523,242,29022,0,532,5c5ed8f9-2004-4640-bee7-309da08dfd1e,272
2020/11/26 08:00:00+00,8,1125,0,9,357,28262,4,527,365,29387,4,536,63b56a7a-5ea3-4453-8a84-7cc049c42b32,273
2020/11/27 08:00:00+00,12,1137,0,9,155,28417,1,528,167,29554,1,537,57f41945-d637-4502-9d67-288353e0b9ce,274
2020/11/28 08:00:00+00,11,1148,0,9,302,28719,1,529,313,29867,1,538,28a76ed3-20be-475a-93b4-3a2b5caad5b2,275
2020/11/29 08:00:00+00,4,1152,0,9,376,29095,1,530,380,30247,1,539,5d4d5e79-0b68-4753-ac90-82564d2ee02b,276
2020/11/30 08:00:00+00,14,1166,0,9,400,29495,2,532,414,30661,2,541,9ca1adae-d98c-473b-99c0-004d69e3a97a,277
2020/12/01 08:00:00+00,37,1203,0,9,265,29760,0,532,302,30963,0,541,9b0ea8a2-2e04-4ced-ab58-885836033c31,278
2020/12/02 08:00:00+00,33,1236,0,9,547,30307,0,532,580,31543,0,541,e838ab78-a454-4d24-b071-fb404e7e65ee,279
2020/12/03 08:00:00+00,24,1260,0,9,570,30877,0,532,594,32137,0,541,caaeea99-21f9-478f-99d6-a4622f3c6888,280
2020/12/04 08:00:00+00,45,1305,0,9,627,31504,1,533,672,32809,1,542,209f9054-0c3c-4f27-8394-1d208abe20e5,281
2020/12/05 08:00:00+00,17,1322,0,9,596,32100,1,534,613,33422,1,543,5f276397-a0ac-4b64-b1a6-58e918ac9eaa,282
2020/12/06 08:00:00+00,15,1337,0,9,395,32495,0,534,410,33832,0,543,58ca88f2-f370-4f19-91b4-5ed621b5c84d,283
2020/12/07 08:00:00+00,24,1361,0,9,766,33261,2,536,790,34622,2,545,75655f51-a38a-415e-8cde-347532476bd7,284
2020/12/08 08:00:00+00,27,1388,0,9,479,33740,1,537,506,35128,1,546,88048353-ab06-4602-8a5b-0e40e7e845ab,285
2020/12/09 08:00:00+00,31,1419,0,9,567,34307,0,537,598,35726,0,546,ba9fec24-d7fe-4e75-ad07-5a92fa55383d,286
2020/12/10 08:00:00+00,23,1442,0,9,591,34898,0,537,614,36340,0,546,ad9570a1-2ad5-4e1a-9ab5-4723b3683a0d,287
2020/12/11 08:00:00+00,47,1489,0,9,894,35792,0,537,941,37281,0,546,c5ec6611-7682-442c-b295-4e1bcd365280,288
2020/12/12 08:00:00+00,20,1509,0,9,777,36569,0,537,797,38078,0,546,318b3fd3-a39c-44de-a049-27dc27390be0,289
2020/12/13 08:00:00+00,25,1534,0,9,115,36684,0,537,140,38218,0,546,da104b0e-4523-4d42-9a93-667202c8a1fb,290
